NgSW,No-No-No
SdmA,Yes-Yes-Yes
AMPZ,No-No-No
ssoQ,Yes-Yes-Yes
ola6,No-No-No
gvcd,No-No-No
HtSr,No-No-No
PtWF,No-No-No
G6Bs,Yes-Yes-Yes
JrDz,No-No-No
Vpkp,No-No-No
QKBv,No-No-No
wAZa,No-No-No
VJS9,No-No-No
OLGd,No-No-No
DonH,No-No-No
5Kzt,Yes-Yes-Yes
RT1n,Yes-Yes-Yes
1k9u,Yes-Yes-Yes
tiOi,No-No-No
Z7pe,No-No-No
K9Vi,No-No-No
QkRl,No-No-No
IQ6P,Yes-Yes-Yes
Gw8g,No-No-No
rF2S,No-No-No
xGMm,No-No-No
Q8eO,Yes-Yes-Yes
rk3E,No-No-No
LWmS,Yes-Yes-Yes
v1XG,No-No-No
RFwA,No-No-No
nPl5,No-No-No
NNyM,No-No-No
7OoO,No-No-No
f6Ny,No-No-No
R75H,No-No-No
ASum,Yes-Yes-Yes
nsZu,No-No-No
nHMM,No-No-No
GDDB,Yes-Yes-Yes
vC7j,No-No-No
mgQw,No-No-No
fHvJ,No-No-No
0jqk,No-No-No
YCKx,No-No-No
iQL3,No-No-No
Vbs6,No-No-Yes
6eHW,No-No-No
UAYL,Yes-Yes-Yes
rW48,Yes-Yes-Yes
JShK,Yes-Yes-Yes
GO1U,No-No-No
gkkp,No-No-No
5RS1,Yes-Yes-Yes
V9XX,No-No-No
mQtv,Yes-Yes-Yes
DnmZ,No-No-No
dggz,No-No-No
mh4K,No-No-No
qHiz,No-No-No
RILB,No-No-No
xd1U,No-No-No
IGD7,No-No-No
gMDp,Yes-Yes-Yes
tNSf,No-No-No
See1,Yes-Yes-Yes
COMN,No-No-No
XWZz,No-No-No
XYWS,Yes-Yes-Yes
6TAG,No-No-No
X2JF,No-No-No
p0pf,No-No-No
oCZJ,No-No-No
IdZY,Yes-Yes-Yes
Ifg4,No-No-No
n432,Yes-Yes-Yes
8AUs,Yes-Yes-Yes
RNX9,No-No-No
FxhZ,Yes-Yes-Yes
8011,No-No-No
vxd2,Yes-Yes-Yes
jGpv,No-No-No
vYcS,Yes-Yes-Yes
QYqk,Yes-Yes-Yes
2hRj,No-No-No
sswc,No-No-No
uT1H,No-No-No
HVYX,No-No-No
yGn3,No-No-No
oIkQ,No-No-No
JYQc,No-No-No
MEgM,No-No-No
U39D,No-No-No
mWrk,No-No-No
pLb4,No-No-No
iQAD,Yes-Yes-Yes
bQMV,No-No-No
Jmvg,Yes-Yes-Yes
Pil2,No-No-No
qN94,No-No-No
Z1Gs,No-No-No
ycK4,No-No-No
HNDx,No-No-No
Tirz,No-No-No
eAUj,No-No-No
vB7E,Yes-Yes-Yes
VRDQ,No-No-No
sxv4,No-No-No
Lb5L,No-No-No
XP78,No-No-No
AtxV,No-No-No
9Pw6,No-No-No
VEfj,No-No-No
pHPQ,No-No-No
EtpE,Yes-Yes-Yes
yOcb,No-No-No
F5oJ,No-No-No
Bb3q,Yes-Yes-Yes
V13a,No-No-Yes
tkuF,No-No-No
YGjv,No-No-No
UTm3,Yes-Yes-Yes
K1FW,Yes-Yes-Yes
SDxX,Yes-Yes-Yes
3eXc,No-No-No
r0Ih,Yes-Yes-Yes
lLA7,Yes-Yes-Yes
FRzv,No-No-No
w8Sm,No-No-No
FwgD,No-No-No
KpXW,Yes-Yes-Yes
X3tf,No-No-No
FoLw,No-No-No
X7od,No-No-No
6x4O,Yes-Yes-Yes
cuFN,No-No-No
X1fA,No-No-No
JOFH,Yes-Yes-Yes
5GHF,No-No-No
s1t3,No-No-Yes
wgoq,Yes-Yes-Yes
ezhk,No-No-No
urs6,No-No-No
grhj,No-No-No
dVli,No-No-No
s29y,No-No-No
eYJD,Yes-Yes-Yes
axBt,Yes-Yes-Yes
f1rO,No-No-No
XfXd,Yes-Yes-Yes
gWMS,Yes-Yes-Yes
C8BU,No-No-No
7fKt,No-No-No
FCQN,No-No-No
zSWf,No-No-No
QCxB,No-No-No
WF6W,No-No-No
SNI7,No-No-No
E1IA,No-No-No
i0Y0,No-No-No
YTjv,No-No-No
fAGd,No-No-No
o3XP,No-No-No
UfCk,Yes-Yes-Yes
LDV1,No-No-No
g8U5,No-No-No
Jay9,No-No-No
aSG8,Yes-Yes-Yes
nJ1S,No-No-No
BC6s,No-No-No
0wNI,No-No-No
Ghdi,No-No-No
IRQB,Yes-Yes-Yes
x9nq,No-No-No
LexA,Yes-Yes-Yes
rfPL,Yes-Yes-Yes
Fg77,No-No-No
AlJI,No-No-No
4LaB,Yes-Yes-Yes
h6Xf,No-No-No
zAsD,No-No-No
LPci,Yes-Yes-Yes
pRxY,No-No-No
0veH,No-No-No
7KsU,No-No-No
0kiL,No-No-No
cYMa,No-No-No
8l6c,No-No-No
VcTo,Yes-Yes-Yes
bpBk,Yes-Yes-Yes
n8Vk,No-No-No
929p,No-No-No
3dBj,No-No-No
eoy1,Yes-Yes-Yes
Cyf8,No-No-No
vrWA,No-No-No
gKra,No-No-No
2dSB,No-No-No
kN3f,No-No-No
Mjuu,No-No-No
5HT6,No-No-No
pO9I,No-No-No
erlh,No-No-No
hJRK,Yes-Yes-Yes
V3R5,No-No-No
4Ez5,Yes-Yes-Yes
h7ai,No-No-No
gfBA,No-No-No
gEp3,No-No-No
P25P,Yes-Yes-Yes
1At0,No-No-No
q8iz,Yes-Yes-Yes
AY7m,No-No-No
7IFW,No-No-No
jXdi,Yes-Yes-Yes
8Vma,No-No-No
Qanb,Yes-Yes-Yes
CM2p,No-No-No
tDOx,Yes-Yes-Yes
oCiX,Yes-Yes-Yes
dSh3,No-No-No
I6ne,Yes-Yes-Yes
uz0p,No-No-No
htFR,No-No-No
rE2q,No-No-No
ZoS4,No-No-No
C9HT,No-No-No
gYJE,No-No-No
14Lw,No-No-No
vK5N,No-No-No
z0NN,No-No-No
E8UL,No-No-No
ZIPe,No-No-No
4nzC,Yes-Yes-Yes
bJYE,No-No-No
JdLs,No-No-No
9XuV,Yes-Yes-Yes
osm3,No-No-No
8kGd,No-No-No
BzR1,No-No-No
98NF,Yes-Yes-Yes
Itto,No-No-No
6GkR,No-No-No
u7V3,No-No-No
TIS2,No-No-No
6l6Q,Yes-Yes-Yes
4pR0,No-No-No
jPsK,No-No-No
65J6,Yes-Yes-Yes
44yW,Yes-Yes-Yes
Jo3O,No-No-No
wDeF,No-No-No
2hIN,No-No-No
p0uQ,No-No-No
eH9Y,No-No-No
LYMz,Yes-Yes-Yes
K9oL,No-No-No
XEuj,No-No-No
xC8C,Yes-Yes-Yes
6Yfv,Yes-Yes-Yes
EBXX,No-No-No
CuX2,No-No-No
KN8r,Yes-Yes-Yes
MJMl,No-No-No
CJqd,No-No-Yes
LvOP,No-No-No
33Kg,No-No-No
zvQ9,No-No-No
Cv2P,No-No-No
1qyC,No-No-No
N8Zd,No-No-No
eXRd,No-No-No
FilV,No-No-No
UAZh,No-No-No
cdNt,No-No-No
qq1v,Yes-Yes-Yes
grVR,No-No-No
Az79,No-No-No
sfo3,Yes-Yes-Yes
jQAr,Yes-Yes-Yes
RuBN,No-No-No
5sxB,No-No-No
hOrI,No-No-No
cweq,Yes-Yes-Yes
NnB0,No-No-No
hQvz,Yes-Yes-Yes
LuBu,Yes-Yes-Yes
dSjc,No-No-No
3GRm,No-No-No
b6U6,No-No-No
VSxy,No-No-No
Tuwh,No-No-No
9djm,No-No-No
vpKR,No-No-No
FdtE,No-No-No
gReP,No-No-No
FyIA,No-No-No
tcbO,No-No-No
Cxnz,No-No-No
eru2,No-No-No
sYYl,No-No-No
UGo6,No-No-No
9e8v,No-No-No
Txet,No-No-No
D4i9,No-No-No
ZRQs,No-No-No
P3IP,No-No-No
TLLR,No-No-No
BtoD,Yes-Yes-Yes
FQ43,No-No-No
pP3z,No-No-No
q7z8,No-No-No
pZrS,No-No-No
gxUz,Yes-Yes-Yes
otpJ,Yes-Yes-Yes
OPst,No-No-No
Otsv,No-No-No
9oj1,No-No-No
KdNj,No-No-No
8K8I,No-No-No
opXr,No-No-No
VnD6,No-No-No
Aila,No-No-No
KCV3,No-No-No
uSIk,No-No-No
aPAs,Yes-Yes-Yes
x147,No-No-No
nZVm,Yes-Yes-Yes
H7cb,No-No-No
oP9W,No-No-No
XYhJ,No-No-No
Cwr4,No-No-No
WlWa,No-No-No
3rcK,Yes-Yes-Yes
ms4a,No-No-No
sjVD,No-No-No
AaFH,No-No-No
zZRF,Yes-Yes-Yes
8pNM,No-No-No
E9mW,No-No-No
icg6,No-No-No
dK9S,Yes-Yes-Yes
qJvq,No-No-No
Pywr,Yes-Yes-Yes
JHe4,No-No-No
X5Ff,Yes-Yes-Yes
vfHE,No-No-No
9SN5,No-No-No
Tspv,No-No-No
VGEC,No-No-No
ik6O,Yes-Yes-Yes
coOk,No-Yes-Yes
YmGR,No-No-No
82Sd,No-No-No
V2gi,No-No-No
HWCh,Yes-Yes-Yes
NDNM,No-No-No
HF1d,No-No-No
vAyr,No-No-No
CsgG,No-No-No
8htv,Yes-Yes-Yes
Zrlc,Yes-Yes-Yes
HFLR,No-No-No
gaZI,No-No-No
pr1n,No-No-No
tmXA,No-No-No
NMju,No-No-Yes
2udG,No-No-No
CvDK,Yes-Yes-Yes
21Ot,No-Yes-Yes
UrjF,Yes-Yes-Yes
DlNp,Yes-Yes-Yes
xGjq,No-No-No
0uJ7,Yes-Yes-Yes
OcHt,Yes-Yes-Yes
AwEX,Yes-Yes-Yes
FkAW,No-No-No
vDAw,No-No-No
9Qis,No-No-No
onbe,No-No-No
5Pw9,No-No-No
UcXS,No-No-No
XpQf,Yes-Yes-Yes
nJZu,Can't Judge-Can't Judge-Can't Judge
B6dG,No-No-No
mBqz,No-No-No
ulTe,No-No-No
MB2k,No-No-No
JZ3F,No-No-No
a9OR,No-No-No
7pYR,Yes-Yes-Yes
kO1W,No-No-No
JfD0,No-No-No
FrC1,No-No-No
WGol,Yes-Yes-Yes
oHiM,Yes-Yes-Yes
HIMz,No-No-No
nrWl,No-No-No
nRXI,No-No-No
04Er,No-No-No
Y65Z,No-No-No
q0JO,No-No-No
6gVH,Yes-Yes-Yes
WSrn,No-No-No
RAhF,Yes-Yes-Yes
xbNg,Yes-Yes-Yes
czly,No-No-No
wR1X,No-No-No
1aqL,No-No-No
3wlV,Yes-Yes-Yes
dnCs,No-No-No
gylI,Yes-Yes-Yes
kYBw,No-No-No
KzNz,Yes-Yes-Yes
WmlX,Yes-Yes-Yes
yIoP,No-No-No
mkSF,Yes-Yes-Yes
TtC5,No-No-No
MoED,No-No-No
VBBC,No-No-No
Kxls,No-No-No
vODM,No-No-No
chJ3,Yes-Yes-Yes
hcSJ,No-No-No
aJxL,No-No-No
kjYR,No-No-No
zhCZ,No-No-No
oWXw,No-No-No
BL6e,No-No-No
wy7X,No-No-No
cy2O,No-No-No
TpHr,No-No-No
V65l,No-No-No
zFWX,No-No-No
NIYP,No-No-No
UxBp,No-No-No
Jta1,Yes-Yes-Yes
f03W,No-No-No
0ZSU,Yes-Yes-Yes
UKNt,No-No-No
KdFA,No-No-No
4jMM,No-No-No
8QC8,Yes-Yes-Yes
lGhr,No-No-No
Va9i,No-No-No
r96R,No-No-No
sSrP,No-No-No
pdj7,No-No-No
iiO1,No-No-No
fHL3,No-No-No
2sGu,Yes-Yes-Yes
eLFm,No-No-No
bMXe,No-No-No
0eby,No-No-No
J5fW,No-No-No
jyW8,No-No-No
uJPH,No-No-No
zrHH,No-Yes-Yes
LBi3,No-No-No
UzSL,Yes-Yes-Yes
vVoN,Yes-Yes-Yes
n6vV,No-No-No
zLo4,Yes-Yes-Yes
m9Ia,No-No-No
XvNx,No-No-No
8Ir3,No-No-No
bw8s,Yes-Yes-Yes
Gwc4,No-No-No
8csL,No-No-No
szwV,Yes-Yes-Yes
Cbx4,No-No-No
18Tu,No-No-No
sgiA,No-No-No
R3bn,Yes-Yes-Yes
cuGR,No-No-No
0zaA,Yes-Yes-Yes
qbPT,No-No-No
iWZ6,No-No-No
OI21,No-No-No
Ri94,No-No-No
p0GA,No-No-No
WnLx,No-No-No
glq6,Yes-Yes-Yes
xGUt,No-No-No
LpJB,No-No-No
LaVl,Yes-Yes-Yes
lc8M,No-No-No
Ym6B,No-No-No
hRf2,No-No-No
ZrC6,No-No-No
v7Xs,No-No-No
m9Jf,No-No-No
4XvU,No-No-No
1qZa,No-No-No
6RBr,No-No-No
5b1i,No-No-No
ord3,No-No-No
87q1,No-No-No
DPeu,No-No-No
jP76,No-No-No
WRtS,No-No-No
tU36,Yes-Yes-Yes
c0r6,No-No-No
i6lI,No-No-No
Geta,Yes-Yes-Yes
HgvJ,No-No-No
lLgE,Yes-Yes-Yes
icVG,No-No-No
gvgo,No-No-No
v3tL,No-No-No
fm0w,No-No-No
kQs6,No-No-No
NIfK,No-No-No
EQQT,Yes-Yes-Yes
P3Qj,Yes-Yes-Yes
QGb3,Yes-Yes-Yes
Hp6F,No-No-No
OwT3,No-No-No
aMir,No-No-No
oTr8,No-No-No
j5Rw,No-No-No
9FOk,Yes-Yes-Yes
PUp6,No-No-No
YBA2,Yes-Yes-Yes
4SKq,No-No-No
e2Y5,No-No-No
PK37,No-No-No
F0LV,Yes-Yes-Yes
MTwM,No-No-No
cmqp,Yes-Yes-Yes
C0ec,Yes-Yes-Yes
gm2y,No-No-No
g9Z5,Yes-Yes-Yes
qZ7I,No-No-No
6zWI,No-No-No
FNkx,No-No-No
mSnG,No-No-No
tdX3,No-No-No
hghk,No-No-No
fEOl,No-No-No
7WYe,No-No-No
1duo,No-No-No
X237,No-No-No
OaQS,No-No-No
1N61,No-No-No
o1bd,No-No-No
JPjh,Yes-Yes-Yes
Vd5u,No-No-No
UnbW,No-No-No
blko,No-No-No
isKB,No-No-No
Wjl2,Yes-Yes-Yes
Jsvi,No-No-No
35hn,No-No-No
Ubcu,No-No-No
vdoj,No-No-No
QSdF,No-No-No
vium,Yes-Yes-Yes
okCV,No-No-No
qGLD,No-No-No
OBiT,No-No-No
34M6,Yes-Yes-Yes
JFzh,No-No-No
PXZB,Yes-Yes-Yes
Hpy0,No-No-No
a3Hz,Yes-Yes-Yes
SCSJ,No-No-No
Yt7K,No-No-No
ybSy,No-No-Yes
5kDu,Can't Judge-Can't Judge-No
RdAj,Yes-Yes-Yes
edJT,No-No-No
IBok,No-No-No
fK4f,No-No-No
SJ59,Yes-Yes-Yes
q1o8,No-No-No
JId4,Yes-Yes-Yes
qCl1,No-No-No
NoOI,No-No-No
Q6Z1,No-No-No
eY5z,Yes-Yes-Yes
mllV,No-No-No
qMRA,No-No-No
a8hI,No-No-No
RAFJ,No-No-No
6kaR,Yes-Yes-Yes
LytC,No-No-No
niDj,Yes-Yes-Yes
HEJH,No-No-No
CEIb,No-No-No
UvVC,No-No-No
ewai,No-No-No
c0wn,No-No-No
9Cft,Yes-Yes-Yes
eFiP,No-No-No
7xfJ,Yes-Yes-Yes
bm55,No-No-No
Ct9C,No-No-No
ijh7,No-No-No
27zi,Yes-Yes-Yes
HoIY,Yes-Yes-Yes
Ezrz,No-No-No
YiHt,No-No-No
raUl,No-No-No
tKpP,No-No-No
Bbzi,No-No-No
pSLr,No-No-No
oBY8,No-No-No
8Ia5,No-No-No
Hp67,No-No-No
Prsk,No-No-No
M38Y,No-No-No
muEs,No-No-No
gsco,Yes-Yes-Yes
l125,No-No-No
suzA,No-No-No
tDif,Yes-Yes-Yes
5seM,No-No-No
sVJ2,No-No-No
wz2Z,No-No-No
hZFo,No-No-No
mEzE,No-No-No
2St9,No-No-No
ONzb,No-No-No
KXd4,No-No-No
kpPe,Yes-Yes-Yes
Wmqr,No-No-Yes
iwlB,No-No-No
d4GL,No-No-No
nH9g,Yes-Yes-Yes
QILS,No-No-No
lKfe,No-No-No
6XhI,No-No-No
G8qJ,No-No-No
4flg,No-No-No
JCNU,No-No-No
Foju,No-No-No
q0nF,No-No-No
mY33,Yes-Yes-Yes
zooO,No-Yes-Yes
aWAD,No-No-No
DZTv,Yes-Yes-Yes
Rd2d,Can't Judge-No-No
xOgr,No-No-No
8IHB,No-No-No
Wm0v,No-No-No
Wh7a,No-No-No
yNQr,No-No-No
E9tS,No-No-No
JQzw,No-No-No
w7rG,No-No-No
9RsP,No-No-No
CJCC,Yes-Yes-Yes
bDXm,No-No-No
9KZ6,No-No-No
MHSJ,No-No-No
QDyA,No-No-No
uheI,No-No-No
xJHM,Yes-Yes-Yes
R30w,No-No-No
1KpX,Yes-Yes-Yes
PAGZ,No-No-No
CyC6,No-No-No
dSyQ,Yes-Yes-Yes
jcpz,No-No-No
SM57,No-No-No
O7ZI,No-No-No
QhBo,No-No-No
57GZ,No-No-No
54Hs,No-No-No
ju7w,No-No-No
ITcO,Yes-Yes-Yes
nuLo,No-No-No
Kvgz,No-Yes-Yes
Q9U0,Yes-Yes-Yes
qjRy,Yes-Yes-Yes
tz6D,Yes-Yes-Yes
YXaP,No-No-No
kgnf,No-No-No
NMuY,No-No-No
Yigi,No-No-No
PwWf,No-No-No
e3e5,No-No-No
cIeb,Yes-Yes-Yes
89pf,No-No-No
VBus,No-No-No
DMQC,Yes-Yes-Yes
qSYw,No-No-No
sMMN,No-No-No
VKeK,Yes-Yes-Yes
BEem,No-No-No
Lw7R,No-No-No
yd3d,No-No-No
X9Ca,No-No-No
CCoA,Yes-Yes-Yes
5be2,No-No-No
9Sax,Yes-Yes-Yes
Camb,Yes-Yes-Yes
aU03,No-No-No
1OIu,Yes-Yes-Yes
r8Tv,Yes-Yes-Yes
1Vod,No-No-No
zUvK,No-No-No
LM7f,No-No-No
QfVc,Yes-Yes-Yes
Jkx9,Yes-Yes-Yes
uR0A,No-No-No
OArB,No-No-No
C2uz,No-No-No
2ULz,Yes-Yes-Yes
Bk8l,No-No-No
pfzc,Yes-Yes-Yes
4kh2,No-No-No
7q48,No-No-No
W5sX,Yes-Yes-Yes
bofN,Yes-Yes-Yes
uDKm,No-Yes-Yes
Oj5W,No-No-No
89pF,No-No-No
Ucnl,No-No-Yes
Mg4p,Yes-Yes-Yes
Cj7R,Yes-Yes-Yes
pm1w,No-No-No
CRfm,No-No-No
eTam,Yes-Yes-Yes
6nFx,No-No-No
i6IS,No-No-No
Nkdr,Yes-Yes-Yes
O4WT,No-No-No
C5FO,No-No-No
lPxM,No-No-No
Q9wk,No-No-No
BHle,No-No-No
DdQK,No-No-Yes
TDnK,Yes-Yes-Yes
hjGr,Yes-Yes-Yes
RHiy,No-No-No
I6kj,No-No-No
hy3B,No-No-No
MMus,No-No-No
t5mK,Yes-Yes-Yes
oBLc,No-No-No
V7tV,No-No-No
7Ke1,No-No-No
h6sm,Yes-Yes-Yes
PhCt,No-No-No
wVC0,No-No-No
5g4U,Yes-Yes-Yes
buGK,Yes-Yes-Yes
zWjC,No-No-No
RIK0,No-No-No
TZCd,No-No-No
Mk3A,Yes-Yes-Yes
XOcj,No-No-No
WaXN,No-No-No
ntYf,No-No-No
DU8z,No-No-No
NtLt,No-No-No
OJC4,No-No-No
nRp5,No-No-No
XYz9,No-No-No
2Tox,No-No-No
8AH1,No-No-No
Yg44,Yes-Yes-Yes
I7l2,No-No-No
0zqo,No-No-No
ZW3h,No-No-No
wh81,No-No-No
D5tz,No-No-No
egkF,No-No-No
I0Dt,No-No-No
NKi0,Yes-Yes-Yes
sp9b,No-No-No
oy0T,No-No-No
DCDx,No-No-No
MLWl,No-No-No
hMYy,Yes-Yes-Yes
ARRv,No-No-No
mYOt,No-No-No
ldbG,Yes-Yes-Yes
QnoU,No-No-No
fD09,No-No-No
f4eu,No-No-No
V4xw,No-No-No
1EJg,No-No-No
Yaux,Yes-Yes-Yes
drzO,No-No-No
tI88,No-No-No
aSZw,Yes-Yes-Yes
K1xY,No-Yes-Yes
KJRu,No-No-No
zeka,Yes-Yes-Yes
sTWP,No-No-No
R3bS,No-No-No
srFT,No-No-No
CWcl,No-No-No
E6Fa,No-No-No
3SUK,No-No-No
LkJN,Yes-Yes-Yes
Uu9A,No-No-No
uOym,Yes-Yes-Yes
I5AB,No-No-No
7qD4,No-No-No
FGT4,No-No-No
n0VC,No-No-No
HIco,No-No-No
TluO,Yes-Yes-Yes
oS8O,No-No-No
wNhh,No-No-No
tGQ8,No-No-No
QZEU,No-No-No
euAo,No-No-No
cZJt,No-No-No
XCUR,No-No-No
DJjc,No-No-No
1CHq,No-No-No
lLDV,No-No-No
wc2A,No-No-No
58k2,No-No-No
6m4l,Yes-Yes-Yes
mHQa,No-No-No
H9dC,No-No-No
34Y1,No-No-No
RCN4,No-No-No
NcPU,No-No-No
5JQb,No-No-No
LuRN,Yes-Yes-Yes
giYe,Yes-Yes-Yes
zFzi,No-No-No
yjUl,Yes-Yes-Yes
7ADY,Yes-Yes-Yes
F9eu,No-No-No
z8Lb,Yes-Yes-Yes
FWUb,No-No-No
i3fL,No-No-No
QLP4,Yes-Yes-Yes
Ximx,No-No-No
mXBo,No-No-No
neVh,No-No-No
mrVh,No-No-No
S2x9,No-No-No
LOBM,No-No-No
Vgo9,No-No-No
kJ8z,Yes-Yes-Yes
tVOO,No-No-Yes
sLj5,No-No-No
9D5z,Yes-Yes-Yes
bnhq,No-No-No
SoUp,Yes-Yes-Yes
VhSa,No-No-No
LPAe,Yes-Yes-Yes
H3jp,No-No-No
9RGx,No-No-No
fM87,Yes-Yes-Yes
wjs2,No-No-No
9uSd,No-No-No
8ej4,No-No-No
GhZl,Yes-Yes-Yes
FZTB,No-No-No
Uezl,No-No-No
xDI4,No-No-No
7HSD,No-No-No
ujEc,No-No-No
WtIC,No-No-No
Njd9,No-No-No
RX6o,No-No-No
9su2,No-No-No
FpAs,No-No-No
6e2B,Yes-Yes-Yes
PoTv,No-No-No
eP2K,No-No-No
WErZ,Yes-Yes-Yes
qiMy,No-No-No
PzZH,No-No-No
r6ry,No-No-No
8qOE,Yes-Yes-Yes
i0nz,No-No-No
OU29,No-Yes-Yes
Gly2,No-No-No
Zq69,No-No-No
Jlry,No-No-No
Vmnr,No-No-No
SEuv,No-No-No
iRld,No-No-No
GV7a,No-No-No
Lt4b,No-No-No
Mkpl,No-No-No
TpDM,No-No-No
aYDn,Yes-Yes-Yes
Vx0k,No-No-No
LtLS,No-No-No
J7WI,No-No-No
jVBw,Yes-Yes-Yes
PYcG,No-No-No
mtpY,No-No-No
xDq6,No-No-No
Ln1t,No-No-No
EV6g,No-No-No
jwlL,No-No-No
7LGb,No-No-No
tlq6,Can't Judge-Can't Judge-Can't Judge
C2hX,No-No-No
XyyO,Yes-Yes-Yes
NtPG,No-No-No
7LQG,No-No-No
6eH1,Yes-Yes-Yes
gmXL,No-No-No
W3yj,Yes-Yes-Yes
TSSA,No-No-No
kgOF,No-No-No
iWPS,No-No-No
YZQp,No-No-No
cyol,No-No-No
eBu2,No-No-No
Ww3j,No-No-No
eSVe,Yes-Yes-Yes
bugW,No-No-Yes
zjmM,Can't Judge-Can't Judge-Can't Judge
nCbr,No-No-No
jpAy,Yes-Yes-Yes
pQx3,No-No-No
8IM6,Yes-Yes-Yes
z5MV,No-Yes-Yes
E3QE,Yes-Yes-Yes
KMoR,Yes-Yes-Yes
nwc7,No-No-No
wmey,No-No-No
8M3D,No-No-No
cKIB,No-No-No
TZlh,No-No-No
d0uH,Yes-Yes-Yes
MYnu,No-No-No
tDnd,No-No-No
dULD,No-No-No
FvJ8,No-No-No
auhD,No-No-No
czsN,Yes-Yes-Yes
EufF,No-No-No
3TxV,No-No-No
EpNM,Yes-Yes-Yes
EcN4,No-No-No
SbHL,No-No-No
oLje,No-No-No
SRqs,No-No-No
m1kC,No-Yes-Yes
o7pl,No-No-No
CcOV,No-No-No
aDz5,No-No-No
laaO,No-No-No
dmwq,No-No-No
QD45,No-No-No
kBvF,No-No-No
TiXa,No-No-Yes
2ivZ,No-No-No
hzvh,Yes-Yes-Yes
ZQTc,No-No-No
dXDK,No-No-No
SaHw,No-No-No
NKyV,Yes-Yes-Yes
pZMl,No-No-No
9c21,No-No-No
PtnL,No-No-No
22Xw,No-No-No
V9aw,No-No-No
t2vs,No-No-No
izgO,No-No-No
mqK7,No-No-Yes
AbBr,No-No-No
qZT7,No-No-No
BBlP,Yes-Yes-Yes
gLp7,No-No-No
JPaD,No-No-No
ic5X,No-No-No
7Ezc,No-No-No
QYdZ,Yes-Yes-Yes
6Fyj,No-No-No
bGDt,No-No-No
3rBz,No-No-No
xYwy,No-No-No
NCVy,Yes-Yes-Yes
KQpf,Yes-Yes-Yes
ke9C,No-No-No
iTKb,No-No-No
QVWe,No-No-No
DJM4,No-No-No
3aXL,No-No-No
Jlcw,No-No-No
EMGA,Yes-Yes-Yes
3fst,No-No-No
Q7rH,Yes-Yes-Yes
FypJ,No-No-No
v64a,No-No-No
pIF3,No-No-No
